"PriceList","CAT","SEL","Description","ItemId"
"CODE8X_AUG26_182319065en-US","APP","RGDL4-","Range - freestanding double oven- dual- 48""-Standard grade","1630"
"CODE8X_AUG26_182319065en-US","APP","RGDL4+","Range - freestanding double oven - dual - 48"" - High grade","1630"
"CODE8X_AUG26_182319065en-US","APP","RGDL6","Range - freestanding double oven - dual - 60""","1630"
"CODE8X_AUG26_182319065en-US","APP","RGDL6-","Range - freestanding double oven- dual- 60""-Standard grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGDL6+","Range - freestanding double oven - dual - 60"" - High grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGDO","Range - freestanding - double oven - electric","1630"
"CODE8X_AUG26_182319065en-US","APP","RGDO+","Range - freestanding - double oven - electric - High grade","1630"
"CODE8X_AUG26_182319065en-US","APP","RGDO++","Range - freestanding - double oven - elec. - Premium grade","1630"
"CODE8X_AUG26_182319065en-US","APP","RGDOG","Range - freestanding - double oven - gas","1641"
"CODE8X_AUG26_182319065en-US","APP","RGDOG+","Range - freestanding - double oven - gas - High grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGDOG++","Range - freestanding - double oven - gas - Premium grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGDOG4","Range - freestanding - double oven - gas - 48""","1641"
"CODE8X_AUG26_182319065en-US","APP","RGDOG4-","Range - freestanding- double oven- gas- 48""-Standard grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGDOG4+","Range - freestanding - double oven - gas - 48""- High grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGDOG6","Range - freestanding - double oven - gas - 60""","1641"
"CODE8X_AUG26_182319065en-US","APP","RGDOG6-","Range - freestanding- double oven- gas- 60""-Standard grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGDOG6+","Range - freestanding - double oven - gas - 60""- High grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGG","Range - freestanding - gas","1641"
"CODE8X_AUG26_182319065en-US","APP","RGG-","Range - freestanding - gas - Standard grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGG+","Range - freestanding - gas - High grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGG++","Range - freestanding - gas - Premium grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGG+++","Range - freestanding - gas - Deluxe grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGG>RS","Range - gas - Large - Remove & reset","1641"
"CODE8X_AUG26_182319065en-US","APP","RGG3","Range - freestanding - gas - 36""","1641"
"CODE8X_AUG26_182319065en-US","APP","RGG3-","Range - freestanding - gas - 36"" - Standard grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGG3+","Range - freestanding - gas - 36"" - High grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGG3++","Range - freestanding - gas - 36"" - Premium grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGGC","Range - Commercial - 30"" - gas","1645"
"CODE8X_AUG26_182319065en-US","APP","RGGC+","Range - Commercial - 36"" - gas","1645"
"CODE8X_AUG26_182319065en-US","APP","RGGC++","Range - Commercial - 48"" - gas","1645"
"CODE8X_AUG26_182319065en-US","APP","RGGCRS","Range - Commercial - gas - Detach & reset","1645"
"CODE8X_AUG26_182319065en-US","APP","RGGR","Range - gas - Reset","1641"
"CODE8X_AUG26_182319065en-US","APP","RGGRS","Range - gas - Remove & reset","1641"
"CODE8X_AUG26_182319065en-US","APP","RGL3","Range - freestanding - dual - 36""","1641"
"CODE8X_AUG26_182319065en-US","APP","RGL3-","Range - freestanding - dual - 36"" - Standard grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGL3+","Range - freestanding - dual - 36"" - High grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGL3++","Range - freestanding - dual - 36"" - Premium grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGM","Range - mobile home","1630"
"CODE8X_AUG26_182319065en-US","APP","RGR","Range - electric - Reset","1630"
"CODE8X_AUG26_182319065en-US","APP","RGRS","Range - electric - Remove & reset","1630"
"CODE8X_AUG26_182319065en-US","APP","RGS","Range - slide in - electric","1630"
"CODE8X_AUG26_182319065en-US","APP","RGS-","Range - slide in - electric - Standard grade","1630"
"CODE8X_AUG26_182319065en-US","APP","RGS+","Range - slide in - electric - High grade","1630"
"CODE8X_AUG26_182319065en-US","APP","RGS++","Range - slide in - electric - Premium grade","1630"
"CODE8X_AUG26_182319065en-US","APP","RGS+++","Range - slide in - electric - Deluxe grade","1630"
"CODE8X_AUG26_182319065en-US","APP","RGSG","Range - slide in - gas","1641"
"CODE8X_AUG26_182319065en-US","APP","RGSG-","Range - slide in - gas - Standard grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGSG+","Range - slide in - gas - High grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGSG++","Range - slide in - gas - Premium grade","1641"
"CODE8X_AUG26_182319065en-US","APP","RGSG+++","Range - slide in - gas - Deluxe grade","1641"
"CODE8X_AUG26_182319065en-US","APP","TC","Trash compactor","620"
"CODE8X_AUG26_182319065en-US","APP","TC+","Trash compactor - High grade","620"
"CODE8X_AUG26_182319065en-US","APP","TCRS","Trash compactor - Remove & reset","620"
"CODE8X_AUG26_182319065en-US","APP","WASF","Washer/Washing Machine - Front-loading","10004"
"CODE8X_AUG26_182319065en-US","APP","WASF-","Washer/Washing Machine - Front-loading - Standard grade","10004"
"CODE8X_AUG26_182319065en-US","APP","WASF+","Washer/Washing Machine - Front-loading - High grade","10004"
"CODE8X_AUG26_182319065en-US","APP","WASF++","Washer/Washing Machine - Front-loading - Premium grade","10004"
"CODE8X_AUG26_182319065en-US","APP","WASHC","Washer - Light commercial","10004"
"CODE8X_AUG26_182319065en-US","APP","WAST","Washer/Washing Machine - Top-loading","10004"
"CODE8X_AUG26_182319065en-US","APP","WAST-","Washer/Washing Machine - Top-loading - Standard grade","10004"
"CODE8X_AUG26_182319065en-US","APP","WAST+","Washer/Washing Machine - Top-loading - High grade","10004"
"CODE8X_AUG26_182319065en-US","APP","WAST++","Washer/Washing Machine - Top-loading - Premium grade","10004"
"CODE8X_AUG26_182319065en-US","APP","WAST+++","Washer/Washing Machine - Top-loading - Deluxe grade","10004"
"CODE8X_AUG26_182319065en-US","APP","WD","Warming drawer, 30"" - built-in","10009"
"CODE8X_AUG26_182319065en-US","APP","WD+","Warming drawer, 30"" - built-in - High grade","10009"
"CODE8X_AUG26_182319065en-US","APP","WD++","Warming drawer, 30"" - built-in - Premium grade","10009"
"CODE8X_AUG26_182319065en-US","APP","WDCE","Washer/Washing machine & dryer combo - Electric","10004"
"CODE8X_AUG26_182319065en-US","APP","WDCE+","Washer/Washing machine & dryer combo - Electric - High grd","10004"
"CODE8X_AUG26_182319065en-US","APP","WDCG","Washer/Washing machine & dryer combo - Gas","10004"
"CODE8X_AUG26_182319065en-US","APP","WDCG+","Washer/Washing machine & dryer combo - Gas - High grade","10004"
"CODE8X_AUG26_182319065en-US","APP","WDRS","Built-in warming drawer - Detach & reset","10009"
"CODE8X_AUG26_182319065en-US","APP","WDSGRS","Washer/Washing machine & dryer combo - Gas- Remove & reset","10004"
"CODE8X_AUG26_182319065en-US","APP","WDSRS","Washer/Washing machine & dryer combo - Remove & reset","10004"
"CODE8X_AUG26_182319065en-US","APP","WEC","Washer - Extractor - Commercial - 18-20 lb capacity","10004"
"CODE8X_AUG26_182319065en-US","APP","WEC>","Washer - Extractor - Commercial - 30-40 lb capacity","10004"
"CODE8X_AUG26_182319065en-US","APP","WEC>>","Washer - Extractor - Commercial - 50-60 lb capacity","10004"
"CODE8X_AUG26_182319065en-US","APP","WEC>>>","Washer - Extractor - Commercial - 70-80 lb capacity","10004"
"CODE8X_AUG26_182319065en-US","APP","WEC>>>>","Washer - Extractor - Commercial - 90-125 lb capacity","10004"
"CODE8X_AUG26_182319065en-US","APP","WECB","Washer - Commercial - coin box","10002"
"CODE8X_AUG26_182319065en-US","APP","WERS","Washer - Extractor - Remove & reset","10004"
"CODE8X_AUG26_182319065en-US","APP","WL","Appliance water line - 1/4""","10008"
"CODE8X_AUG26_182319065en-US","APP","WSHR","Washer/Washing machine - Reset","10004"
"CODE8X_AUG26_182319065en-US","APP","WSHRS","Washer/Washing machine - Remove & reset","10004"
"CODE8X_AUG26_182319065en-US","ARC","CONSERV","Fine art - conservation fees","10303"
"CODE8X_AUG26_182319065en-US","AWN","BIDITM","Awnings & Patio Covers (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","AWN","CARP-","Carport - pre-manufactured freestanding- Std grade, 7'-8'","11190"
"CODE8X_AUG26_182319065en-US","AWN","CARP>-","Carport - pre-manufactured freestanding- Std grade, 9'-10'","11190"
"CODE8X_AUG26_182319065en-US","AWN","CARP>>-","Carport - pre-manufactured freestanding-Std grade, 11'-14'","11190"
"CODE8X_AUG26_182319065en-US","AWN","CARPP","Carport - pre-manufactured freestanding, 7-8 ft high","11190"
"CODE8X_AUG26_182319065en-US","AWN","CARPP>","Carport - pre-manufactured freestanding, 9-10 ft high","11190"
"CODE8X_AUG26_182319065en-US","AWN","CARPP>>","Carport - pre-manufactured freestanding, 11-14 ft high","11190"
"CODE8X_AUG26_182319065en-US","AWN","CARPT","Carport - Freestanding metal - Moderate load","11190"
"CODE8X_AUG26_182319065en-US","AWN","CARPT-","Carport - Freestanding metal - Light load","11190"
"CODE8X_AUG26_182319065en-US","AWN","CARPT+","Carport - Freestanding metal - Heavy load","11190"
"CODE8X_AUG26_182319065en-US","AWN","LAB","Awning & Patio Cover Installer - per hour","10599"
"CODE8X_AUG26_182319065en-US","AWN","LABL","Awning & Patio Cover - General Laborer - per hour","10599"
"CODE8X_AUG26_182319065en-US","AWN","MN","Awning - Labor Minimum","10682"
"CODE8X_AUG26_182319065en-US","AWN","PC","Patio Cover - Attached - Aluminum - Moderate Load","11191"
"CODE8X_AUG26_182319065en-US","AWN","PC-","Patio Cover - Attached - Aluminum - Light load","11191"
"CODE8X_AUG26_182319065en-US","AWN","PC--","Patio Cover - Attached - Aluminum - No load","11191"
"CODE8X_AUG26_182319065en-US","AWN","PC+","Patio Cover - Attached - Aluminum - Heavy Load","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCC","Patio Cover - Attached - Canvas (fixed)","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCC+","Patio Cover - Attached - Canvas (fixed) - High grade","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCCFAB","Patio Cover - Fabric replacement","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCCFAB+","Patio Cover - Fabric replacement - High grade","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCCM","Add on for retractable awning motor","11192"
"CODE8X_AUG26_182319065en-US","AWN","PCCR","Patio Cover - Attached - Canvas (retractable)","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCCR+","Patio Cover - Attached - Canvas (retractable) - High grade","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCDK","Patio Cover - Roof panels only - Moderate load","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCDK-","Patio Cover - Roof panels only - Light load","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCDK--","Patio Cover - Roof panels only - No load","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCDK+","Patio Cover - Roof panels only - Heavy load","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCDKINS","Patio Cover - Insulated - Roof panels only","11175"
"CODE8X_AUG26_182319065en-US","AWN","PCDKRS","Patio Cover - Roof panels - Detach & reset","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCFACG","Patio Cover - Fascia end - Guttered","10920"
"CODE8X_AUG26_182319065en-US","AWN","PCFACN","Patio Cover - Fascia end - Non-guttered","10920"
"CODE8X_AUG26_182319065en-US","AWN","PCFACRS","Patio Cover - Fascia end - Detach & reset","10920"
"CODE8X_AUG26_182319065en-US","AWN","PCINS","Patio Cover - Insulated - Kit","11191"
"CODE8X_AUG26_182319065en-US","AWN","PCRS","Patio Cover - Attached - Aluminum - Detach & reset","11191"
"CODE8X_AUG26_182319065en-US","AWN","PDB","Awnings & Patio Covers (Paid Bill)","10810"
"CODE8X_AUG26_182319065en-US","AWN","PEG","Patio/pool Enclosure - Half Glass","11191"
"CODE8X_AUG26_182319065en-US","AWN","PEG-","Greenhouse Enclosure - Full Glass","10981"
"CODE8X_AUG26_182319065en-US","AWN","PEG+","Patio/pool Enclosure - Full Glass","11191"
"CODE8X_AUG26_182319065en-US","AWN","PEH","Patio/pool Enclosure - Half Screen","11191"
"CODE8X_AUG26_182319065en-US","AWN","PES","Patio/pool Enclosure - Full Screen","11191"
"CODE8X_AUG26_182319065en-US","AWN","PES-","Patio/pool Enclosure - Full Screen - Standard grade","11191"
"CODE8X_AUG26_182319065en-US","AWN","PES+","Patio/pool Enclosure - Full Screen - High grade","11191"
"CODE8X_AUG26_182319065en-US","AWN","PESF","Patio/pool Enclosure - Full Screen - Frame only","11191"
"CODE8X_AUG26_182319065en-US","AWN","PESF-","Patio/pool Enclosure - Full Screen - Frame only - Standard","11191"
"CODE8X_AUG26_182319065en-US","AWN","PESF+","Patio/pool Enclosure - Full Screen - Frame only - High gr.","11191"
"CODE8X_AUG26_182319065en-US","AWN","PESR","Patio/pool Enclosure - Rescreen","11191"
"CODE8X_AUG26_182319065en-US","AWN","PESR+","Patio/pool Enclosure - Rescreen - Heavy duty solar screen","11191"
"CODE8X_AUG26_182319065en-US","AWN","POSTA","Patio Post - Aluminum tube","10464"
"CODE8X_AUG26_182319065en-US","AWN","POSTS","Patio Post - Steel Tube","10464"
"CODE8X_AUG26_182319065en-US","AWN","POSTSC","Patio Post - Scrolled","10464"
"CODE8X_AUG26_182319065en-US","AWN","SUN","Sunroom / Garden Room kit - over 180 SF","10797"
"CODE8X_AUG26_182319065en-US","AWN","SUN<","Sunroom / Garden Room kit - under 180 SF","10797"
"CODE8X_AUG26_182319065en-US","AWN","WINA","Awning - Window/door - Aluminum or steel","11387"
"CODE8X_AUG26_182319065en-US","AWN","WINA+","Awning - Window/door - Alum./steel - High grade","11387"
"CODE8X_AUG26_182319065en-US","AWN","WINA>","Awning - Window/door - Alum./stl. (Oversized)","11387"
"CODE8X_AUG26_182319065en-US","AWN","WINA>+","Awning - Window/door - Alum./stl. - High grade (Oversized)","11387"
"CODE8X_AUG26_182319065en-US","AWN","WINA>RS","Awning - Aluminum/steel (Oversized) - Detach & reset","11387"
"CODE8X_AUG26_182319065en-US","AWN","WINACLR","Awning - Aluminum or steel - Add for each color stripe","11389"
"CODE8X_AUG26_182319065en-US","AWN","WINARS","Awning - Aluminum/steel - Detach & reset","11388"
"CODE8X_AUG26_182319065en-US","AWN","WINASP","Awning side panels - Alum./steel (PER SET)","11389"
"CODE8X_AUG26_182319065en-US","AWN","WINASP>","Awning side panels - Alum./steel (Oversized) (PER SET)","11389"
"CODE8X_AUG26_182319065en-US","AWN","WINC","Awning - Window/door - Canvas (fixed)","11387"
"CODE8X_AUG26_182319065en-US","AWN","WINC+","Awning - Window/door - Canvas (retractable)","11387"
"CODE8X_AUG26_182319065en-US","AWN","WINCM","Awning - Canvas (retractable) - Add to motorize","11389"
"CODE8X_AUG26_182319065en-US","AWN","WINCRS","Awning - Canvas - Detach & reset","11387"
"CODE8X_AUG26_182319065en-US","AWN","WINV","Awning - Window/door - Vinyl (backlit type)","11387"
"CODE8X_AUG26_182319065en-US","AWN","WINVRS","Awning - Vinyl - Detach & reset","11387"
"CODE8X_AUG26_182319065en-US","CAB","AG","Cabinetry - appliance garage","11168"
"CODE8X_AUG26_182319065en-US","CAB","AG-","Cabinetry - appliance garage - Standard grade","11168"
"CODE8X_AUG26_182319065en-US","CAB","AG+","Cabinetry - appliance garage - High grade","11168"
"CODE8X_AUG26_182319065en-US","CAB","AG++","Cabinetry - appliance garage - Premium grade","11168"
"CODE8X_AUG26_182319065en-US","CAB","AG+++","Cabinetry - appliance garage - Deluxe grade","11168"
"CODE8X_AUG26_182319065en-US","CAB","AGP","Cabinetry (Agreed Price)","10810"
"CODE8X_AUG26_182319065en-US","CAB","AGRS","Cabinetry - appliance garage - Detach & reset","11168"
"CODE8X_AUG26_182319065en-US","CAB","APNL","Wood appliance panel","10083"
"CODE8X_AUG26_182319065en-US","CAB","APNL-","Wood appliance panel - Standard grade","10083"
"CODE8X_AUG26_182319065en-US","CAB","APNL--","Appliance panel - 1/4"" finished veneer","10083"
"CODE8X_AUG26_182319065en-US","CAB","APNL+","Wood appliance panel - High grade","10083"
"CODE8X_AUG26_182319065en-US","CAB","APNL++","Wood appliance panel - Premium grade","10083"
"CODE8X_AUG26_182319065en-US","CAB","APNL+++","Wood appliance panel - Deluxe grade","10083"
"CODE8X_AUG26_182319065en-US","CAB","APNLRS","Wood appliance panel - Detach & reset","10083"
"CODE8X_AUG26_182319065en-US","CAB","BARGB","Bar with granite top - Commercial","10010"
"CODE8X_AUG26_182319065en-US","CAB","BARGF","Bar with granite top and front - Commercial","10010"
"CODE8X_AUG26_182319065en-US","CAB","BENCH","Decorative wood bench","10011"
"CODE8X_AUG26_182319065en-US","CAB","BENCH-","Decorative wood bench - Standard grade","10011"
"CODE8X_AUG26_182319065en-US","CAB","BIDITM","Cabinetry (Bid Item)","10810"
"CODE8X_AUG26_182319065en-US","CAB","BS","Backsplash - plastic laminate","10013"
"CODE8X_AUG26_182319065en-US","CAB","BSS","Backsplash - stainless steel","10017"
"CODE8X_AUG26_182319065en-US","CAB","BSS+","Backsplash - stainless steel - High grade","10017"
"CODE8X_AUG26_182319065en-US","CAB","CLASCH","Classroom cabinetry - coat hook cabinet","1726"
"CODE8X_AUG26_182319065en-US","CAB","CLASS","Classroom cabinetry - storage cabinets - full height","1722"
"CODE8X_AUG26_182319065en-US","CAB","CLAST","Classroom cabinetry - Teacher cabinet - full height","1722"
"CODE8X_AUG26_182319065en-US","CAB","COUNTER","Service counter","10010"
"CODE8X_AUG26_182319065en-US","CAB","CROWN","Add for prefinished crown molding per LF","11339"
"CODE8X_AUG26_182319065en-US","CAB","CROWN+","Add for prefinished crown molding - w/detail per LF","11339"
"CODE8X_AUG26_182319065en-US","CAB","CROWN++","Add for prefinished 2 piece crown molding","11339"
"CODE8X_AUG26_182319065en-US","CAB","CROWN3","Add for prefinished 3 piece crown molding","11339"
"CODE8X_AUG26_182319065en-US","CAB","CROWN4","Add for prefinished 4 piece crown molding","11339"
"CODE8X_AUG26_182319065en-US","CAB","CROWN5","Add for prefinished 5 piece crown molding","11339"
"CODE8X_AUG26_182319065en-US","CAB","CTBB","Countertop - wood - butcher block (hardrock maple)","10014"
"CODE8X_AUG26_182319065en-US","CAB","CTCON","Countertop - concrete","3121"
"CODE8X_AUG26_182319065en-US","CAB","CTCON-","Countertop - concrete - Standard grade","3121"
"CODE8X_AUG26_182319065en-US","CAB","CTCON+","Countertop - concrete - High grade","3121"
"CODE8X_AUG26_182319065en-US","CAB","CTCONE","Add on concrete countertop - edge treatment","10018"
"CODE8X_AUG26_182319065en-US","CAB","CTCONE+","Add on concrete countertop - edge treatment - High grade","10018"
"CODE8X_AUG26_182319065en-US","CAB","CTDK","Countertop subdeck - plywood","3092"
"CODE8X_AUG26_182319065en-US","CAB","CTDK-","Countertop subdeck - particle board","3092"
"CODE8X_AUG26_182319065en-US","CAB","CTFBSR","Backsplash - flat laid plastic laminate - Reset","1653"
"CODE8X_AUG26_182319065en-US","CAB","CTFBSRS","Backsplash - flat laid plastic laminate - Detach & reset","1653"
"CODE8X_AUG26_182319065en-US","CAB","CTFL","Countertop - flat laid plastic laminate","1653"
"CODE8X_AUG26_182319065en-US","CAB","CTFL-","Countertop - flat laid plastic laminate - Standard grade","1653"
